id,season,city,team1,team2,toss_winner,toss_decision,winner,batting1_runs,batting2_runs,batting1_super_over,batting2_super_over,bowling1_extras,bowling2_extras,p1,p2,SAB,team1_bat_score,team2_bat_score,team1_ball_score,team2_ball_score
477,2014,31,10,1,1,0,10,172,157,0,0,18,9,0,0,0.486267748,8.656449614,6.485361721,7.04142499,6.151115726
478,2014,28,5,2,5,1,5,148,114,0,0,6,4,0,0,0.101214806,7.097097898,7.171714154,7.654151493,6.836060823
479,2014,6,9,1,9,1,1,168,170,0,0,13,6,0,0,0.291337665,8.186490022,6.337962015,6.041842316,6.107729457
480,2014,8,7,6,6,0,6,152,156,0,0,4,4,0,0,-0.20907476,7.730470172,7.589838782,6.891811995,8.664418869
481,2014,5,10,3,3,0,3,155,158,0,0,10,5,0,0,-0.077495858,9.104438278,9.658282275,7.078132971,7.074000965
482,2014,21,6,2,2,0,6,170,160,0,0,7,10,0,0,0.26861411,6.672458892,6.432702111,7.913633081,6.169762466
483,2014,8,7,5,5,0,5,178,181,0,0,11,11,0,0,0.169460098,7.681132122,6.716851225,6.842230259,6.672655033
484,2014,6,1,3,3,0,1,187,168,0,0,25,10,0,0,-0.641069383,6.309211396,9.64864834,6.211442174,6.915739273
485,2014,8,7,2,7,1,2,160,161,0,0,8,12,0,0,0.593075828,8.2023936,5.33437794,6.661470386,5.884675026
486,2014,22,9,5,5,0,9,231,187,0,0,10,4,0,0,-0.256122362,7.468957369,7.273301457,5.705590635,7.332246686
487,2014,21,10,6,6,0,10,134,102,0,0,12,10,0,0,-0.042651716,8.451493366,7.444229975,7.191521461,8.515460925
488,2014,5,9,3,3,0,9,198,166,0,0,15,6,0,0,-0.522127041,8.492990725,10.0814534,6.108062932,7.526654142
489,2014,8,7,10,10,0,10,143,44,0,0,5,11,0,0,-0.326373117,8.017453095,8.373270871,5.788925594,7.158081989
490,2014,6,1,5,5,0,5,157,160,0,0,5,11,0,0,-0.397561445,6.181816657,8.108169505,6.094524476,6.626871549
491,2014,22,9,2,2,0,2,149,150,0,0,4,5,0,0,0.009845304,7.382659656,6.835161882,5.84762333,6.263264459
492,2014,5,3,6,3,1,6,190,191,0,0,7,7,0,0,0.203696167,9.624010809,6.645683546,6.921818835,8.269452145
493,2014,1,10,1,10,1,1,157,160,0,0,6,3,0,0,0.564745568,8.343459708,6.061639325,7.064955164,5.864390958
494,2014,28,6,5,6,1,5,148,149,0,0,12,8,0,0,-0.134832226,5.927320425,8.428750274,8.437116536,6.85892601
495,2014,5,3,7,7,0,3,186,170,0,0,9,10,0,0,0.138244646,8.619646622,8.913525379,6.615998018,5.802470984
496,2014,1,10,9,9,0,9,205,211,0,0,15,4,0,0,0.157434354,7.552812795,8.070824977,6.912306486,5.700078374
497,2014,22,1,2,2,0,2,141,142,0,0,7,5,0,0,-0.057548096,6.940076379,6.995553438,6.835432135,7.185258263
498,2014,21,6,7,7,0,6,201,139,0,0,15,9,0,0,0.18612014,6.462146265,8.621893408,8.592778343,5.432619015
499,2014,28,5,3,5,1,3,138,142,0,0,6,13,0,0,-0.50283672,7.822045609,9.362643139,5.971518925,7.34432446
500,2014,1,10,2,10,1,2,142,146,0,0,10,1,0,0,0.445147216,8.360806725,6.122444962,6.85453789,6.247132582
501,2014,21,1,6,1,1,1,178,153,0,0,6,8,0,0,-0.210458622,7.395268273,8.051406681,6.905254413,7.739489783
502,2014,8,7,9,9,0,9,164,165,0,0,5,15,0,0,0.076005175,7.371555977,8.044206298,6.308005098,5.455389096
503,2014,1,3,10,3,1,10,160,161,0,0,7,7,0,0,-0.066727654,9.368378142,9.190884201,7.084978926,7.613425868
504,2014,7,5,2,2,0,2,154,156,0,0,3,4,0,0,0.23782638,7.064443701,5.974038476,6.649009016,6.216993379
505,2014,9,9,1,1,0,1,156,159,0,0,8,10,0,0,0.014253348,8.780406952,6.655154237,5.346974975,6.974604046
506,2014,7,2,3,3,0,2,195,165,0,0,7,10,0,0,-0.622995161,5.80118433,8.815365452,6.092460154,7.040826109
507,2014,28,5,10,10,0,10,185,189,0,0,8,5,100,0,-0.073118222,7.943561603,9.010090028,7.561107267,7.101862393
508,2014,6,1,7,7,0,1,173,158,0,0,9,6,0,0,0.169661003,9.833325333,8.315282431,6.902573269,7.155021098
509,2014,9,9,6,6,0,9,179,163,0,0,14,7,0,0,-0.403829071,8.352411642,7.279586361,5.188997994,8.360273867
510,2014,5,3,5,5,0,5,154,160,0,0,6,5,0,0,0.111975981,9.257933585,6.861439075,5.025657589,6.266972095
511,2014,7,10,2,2,0,2,160,161,0,0,21,5,0,0,0.11595683,8.535803663,6.658864286,6.655488602,7.645390634
512,2014,9,7,9,9,0,9,115,119,0,0,7,15,0,0,0.213822683,7.599325558,6.254756174,6.171205774,6.191595536
513,2014,6,6,1,1,0,1,189,195,0,0,5,7,0,0,-0.836191095,5.316876477,8.997915751,5.499891169,6.647541771
514,2014,7,2,9,9,0,2,163,135,0,0,7,5,0,0,0.114420523,7.090741468,8.111500681,7.672267832,6.051825035
515,2014,6,1,5,5,0,5,173,176,0,0,2,9,0,0,-0.013796837,8.293426696,7.131710567,6.643090899,7.825787203
516,2014,6,9,5,5,0,9,226,202,0,0,11,16,0,0,-0.440818212,7.637348603,8.131046459,5.770903794,7.888563174
517,2014,5,9,2,2,0,2,199,200,0,0,8,6,0,0,-0.146722152,7.659712685,7.016119337,6.053006552,7.565963044
518,2015,7,1,2,2,0,2,168,170,0,0,3,4,0,0,0.012623973,7.382711369,6.948128536,7.047616475,7.393747007
519,2015,12,5,7,7,0,5,150,149,0,0,14,5,0,0,0.401353048,8.056939974,6.729930022,8.050819581,6.511794679
520,2015,2,6,9,9,0,6,162,136,0,0,21,9,0,0,-0.120389307,6.831890799,8.326337256,7.417362716,6.81718234
521,2015,12,5,10,5,1,5,209,164,0,0,15,11,0,0,0.059934134,7.032375777,8.777895942,7.845525056,5.965832614
522,2015,7,2,3,3,0,3,177,179,0,0,6,8,0,0,-0.194406042,7.715487571,9.445843583,7.138744293,6.835281416
523,2015,8,7,6,6,0,6,184,186,0,0,9,6,0,0,-0.236790986,6.684031341,7.254405394,6.326389236,7.345906983
524,2015,6,9,1,1,0,9,177,159,0,0,6,8,0,0,0.190858378,8.168476826,6.643532454,6.914991954,7.093144018
525,2015,5,3,10,10,0,10,166,172,0,0,16,16,0,0,0.256038048,9.018680689,7.092398829,6.67611631,6.840666814
526,2015,21,1,6,1,1,6,164,165,0,0,5,4,0,0,-0.137207602,7.536105864,7.216449914,6.341015358,7.52969472
527,2015,7,5,2,2,0,2,165,169,0,0,20,10,0,0,0.13317376,9.130829891,7.876689927,7.496092363,7.71219769
528,2015,2,9,7,9,1,7,165,169,0,0,8,11,0,0,0.205885095,8.07876641,7.405967105,6.817775619,6.252149048
529,2015,26,10,6,6,0,6,127,131,0,0,6,7,0,0,0.079624053,8.462604112,7.139554207,6.839882478,7.532783917
530,2015,6,1,5,1,1,5,183,189,0,0,7,11,0,0,-0.359801646,6.604795612,8.015687654,6.834802714,8.124243333
531,2015,26,7,10,7,1,7,167,163,0,0,9,4,0,0,-0.260993034,7.521167932,8.766678906,6.276812928,6.622590065
532,2015,2,9,2,2,0,2,155,159,0,0,13,2,0,0,-0.107511028,7.813762988,7.691379817,6.824924148,7.664733026
533,2015,21,5,6,5,1,6,156,157,0,0,6,1,0,0,0.212122529,8.070630304,6.980983055,8.063406029,7.48747851
534,2015,5,1,3,3,0,1,209,191,0,0,17,16,0,0,0.179871153,8.445886774,8.52467697,6.73400245,5.841724791
535,2015,8,7,2,2,0,2,146,147,0,0,13,7,0,0,-0.108587304,7.561086554,7.653874044,6.940911871,7.60572072
536,2015,21,6,9,9,0,9,191,191,15,6,10,5,0,0,-0.046762526,6.662193541,8.180401308,7.356999226,6.254650588
537,2015,26,10,2,2,0,10,176,101,0,0,4,3,0,0,-0.007401128,7.655154668,7.398832256,7.211991968,7.516064168
538,2015,5,5,3,3,0,5,181,154,0,0,10,6,0,0,0.610138682,8.117119796,8.950797138,8.053774123,4.715094641
539,2015,8,7,1,1,0,7,190,153,0,0,8,11,0,0,0.075586812,7.664610016,8.178470157,7.644645702,6.691547518
540,2015,21,6,3,3,0,3,130,134,0,0,4,5,0,0,0.298566196,7.386279142,7.295671346,7.39405736,5.746913892
541,2015,6,1,10,1,1,1,157,137,0,0,10,5,0,0,0.046031637,7.987177849,7.863592775,7.075342694,6.900729244
542,2015,12,5,9,5,1,5,192,95,0,0,12,8,0,0,0.297874731,8.09496791,8.748236647,8.18574866,5.923478452
543,2015,8,7,3,3,0,3,95,99,0,0,8,2,0,0,0.432974668,8.528778507,7.134819011,7.35250408,6.07736538
544,2015,9,10,9,9,0,10,150,130,0,0,1,7,0,0,0.306573734,7.405258343,8.321941679,8.072340646,5.536665506
545,2015,7,2,7,2,1,2,171,158,0,0,12,7,0,0,0.048080685,7.474625693,7.559303487,7.457431339,7.039969712
546,2015,5,3,6,6,0,14,200,0,0,0,16,0,0,0,-0.821073084,6.932727673,5.672524407,3.09307981,6.844654493
547,2015,12,5,2,2,0,5,134,132,0,0,12,5,0,0,0.114769593,8.201257924,7.945409845,8.196212729,7.564551569
548,2015,8,9,7,7,0,7,118,119,0,0,8,8,0,0,0.416346725,9.535337501,6.569854782,5.463694184,5.890362177
549,2015,6,1,6,6,0,1,187,179,0,0,9,12,0,0,-0.138862097,7.871346385,8.467832042,7.061731907,7.424023833
550,2015,5,2,3,3,0,3,111,115,0,0,8,4,0,0,0.110263289,7.541386264,8.515306405,7.504345839,6.05743582
551,2015,1,10,5,5,0,10,192,170,0,0,5,7,0,0,-0.22793275,7.514373632,8.935834482,6.904571905,7.047423995
552,2015,9,1,9,1,1,1,172,149,0,0,5,12,0,0,0.026495129,7.768410199,8.199579563,7.023223929,6.506259409
553,2015,6,6,7,7,0,6,189,175,0,0,8,15,0,0,0.066301279,7.704277073,7.757518827,7.360552167,6.87738856
554,2015,12,5,3,5,1,5,148,124,0,0,5,2,0,0,0.497129549,8.161020095,7.909278211,7.558867486,5.287391126
555,2015,7,2,10,10,0,2,167,132,0,0,7,4,0,0,0.246754125,7.702542165,7.147619008,7.561064723,6.461467222
556,2015,6,7,1,7,1,1,152,153,0,0,4,9,0,0,-0.042843099,7.805605541,7.010690255,6.808954187,7.910138369
557,2015,5,3,9,9,0,3,226,88,0,0,11,9,0,0,0.331103911,7.795746974,6.765603248,6.272866671,5.53025417
558,2015,6,10,6,6,0,10,201,194,0,0,15,7,0,0,-0.114162779,7.1582842,7.562149231,6.926949359,7.322775555
559,2015,12,5,1,5,1,1,158,159,0,0,6,2,0,0,0.119844879,9.122504952,7.834276285,7.473359794,7.809437006
560,2015,7,9,2,9,1,2,183,184,0,0,9,7,0,0,-0.378172291,6.988034824,7.645779027,5.77240458,7.384061164
561,2015,27,10,7,10,1,10,163,157,0,0,4,4,0,0,0.14923063,8.157189897,7.772589667,7.458849764,6.8473391
562,2015,6,3,1,3,1,3,235,196,0,0,7,4,0,0,-0.187969822,8.004762176,7.721778638,6.05179637,7.357464442
563,2015,12,5,6,5,1,5,157,145,0,0,8,6,0,0,0.327677966,9.096764593,6.843304005,7.524923691,7.353319355
564,2015,1,10,9,10,1,10,185,180,0,0,5,7,0,0,0.375014635,8.188362932,6.983573121,6.423051027,5.599715715
565,2015,27,5,7,5,1,7,119,120,0,0,7,0,0,0,0.440021381,9.022920235,6.650393387,7.557261981,6.835432967
566,2015,9,9,3,3,0,9,106,84,0,0,4,8,0,0,-0.37174661,6.665904174,8.449908289,5.77229538,6.103600507
567,2015,6,1,2,2,0,1,171,166,0,0,10,8,0,0,-0.010592138,6.986194548,7.366605578,7.713664476,7.397376836
568,2015,1,10,3,10,1,3,135,83,0,0,7,1,0,0,-0.466143064,5.566099613,7.909669752,5.762114859,6.139806276
569,2015,9,9,5,9,1,5,130,134,0,0,9,6,0,0,-0.380696513,7.832465137,8.783825091,5.591680146,6.580921809
570,2015,6,6,2,6,1,6,199,190,0,0,10,26,0,0,0.014948409,7.244074107,7.228313671,7.457390743,7.360141457
571,2015,5,7,3,3,0,14,187,2,0,0,6,0,0,0,0.014130091,6.768418983,5.465184841,4.891981757,5.98285753
572,2015,1,10,1,10,1,1,113,114,0,0,6,8,0,0,0.211036286,8.569266914,5.948503552,6.722458323,7.819340819
573,2015,6,1,5,1,1,1,187,162,0,0,9,8,0,0,-0.232681869,6.929467822,9.008765532,7.817219042,7.534126603
574,2015,2,3,6,3,1,3,180,109,0,0,12,3,0,0,-0.134686911,8.298243289,7.682454042,6.227523619,7.551119387
575,2015,28,3,5,5,0,5,139,140,0,0,7,7,0,0,-0.343317955,8.363506803,9.025743434,6.244629346,7.589092987
576,2015,7,1,5,5,0,1,202,161,0,0,6,7,0,0,-0.263353335,6.883369664,9.154888495,7.77252896,7.526932741
577,2016,6,1,11,1,1,11,121,126,0,0,13,5,0,0,-0.128396946,7.90790982,7.731749355,7.287772524,8.480115449
578,2016,7,7,2,2,0,2,98,99,0,0,12,11,0,0,0.097603538,8.545096027,5.964499511,5.212305328,6.880581714
579,2016,9,9,8,8,0,8,161,162,0,0,7,6,0,0,-0.095437213,6.964829976,8.215436246,7.315422615,6.777813813
580,2016,5,3,10,10,0,3,227,182,0,0,7,11,0,0,0.029191694,8.510613138,6.834237001,5.66862065,6.892201577
581,2016,7,2,1,1,0,1,187,188,0,0,10,10,0,0,0.295279765,8.691315524,7.062156083,6.707139002,6.446554426
582,2016,3,11,8,11,1,8,163,164,0,0,2,15,0,0,0.289452289,7.692456261,7.014899619,8.409718087,6.846293086
583,2016,8,9,7,7,0,7,111,113,0,0,4,10,0,0,0.211645189,7.964171926,6.440422676,5.794552628,6.019296442
584,2016,1,10,2,10,1,2,142,146,0,0,8,5,0,0,0.130423343,6.805472831,6.381267025,6.949195696,6.489452526
585,2016,6,1,8,8,0,8,143,147,0,0,10,11,100,0,0.066170358,9.028353148,7.801970673,6.310249624,6.931201231
586,2016,9,11,9,11,1,9,152,153,0,0,11,2,0,0,0.558843946,8.516353681,7.680774617,8.365869925,5.766167256
587,2016,5,3,7,7,0,7,191,192,0,0,9,14,0,0,0.256538746,8.355423642,7.342284173,6.782137323,6.239440644
588,2016,1,1,10,10,0,10,142,145,0,0,8,5,0,0,0.519600908,8.281476048,5.109960246,5.477256938,5.701366143
589,2016,9,9,2,2,0,2,138,141,0,0,7,8,0,0,-0.154665517,8.020148764,7.37189285,5.96722667,7.421038645
590,2016,6,3,1,1,0,1,170,171,0,0,13,3,0,0,-0.072885583,7.825294187,8.872965806,7.082886377,6.632462627
591,2016,3,8,10,10,0,10,135,137,0,0,5,10,0,100,0.863374042,8.626812404,4.093871848,6.967375334,5.945624732
592,2016,2,3,11,11,0,3,185,172,0,0,12,7,0,100,-0.404326643,7.381855102,8.169084668,6.137421058,7.96572493
593,2016,8,7,1,1,0,7,164,154,0,0,12,3,0,0,-0.477318766,6.586644008,8.898413436,6.106696993,6.722178109
594,2016,1,9,10,10,0,10,143,146,0,0,5,5,0,0,0.679878207,8.690936798,5.638835525,5.618172398,5.162249548
595,2016,3,3,8,3,1,8,180,182,0,0,3,14,0,0,-0.779000112,5.17926819,7.503675958,5.185333029,7.752279848
596,2016,2,11,2,2,0,2,160,162,0,0,6,10,0,0,-0.0405428,8.434091322,7.746323614,7.358815786,8.333125566
597,2016,9,1,9,9,0,1,189,164,0,0,5,5,0,0,0.480599003,8.825009269,6.72271788,6.772995023,5.990465711
598,2016,1,10,11,11,0,11,118,94,0,0,8,13,0,100,-0.466031128,5.934716761,7.297095192,5.792612862,7.477343837
599,2016,8,8,7,7,0,8,172,171,0,0,3,3,0,100,0.308636852,8.005367263,7.499892531,7.567894337,6.159627082
600,2016,6,2,1,1,0,1,174,178,0,0,1,5,0,0,-0.206062983,7.017081928,8.717536273,7.082725121,6.847578982
601,2016,2,11,8,8,0,8,195,196,0,0,7,7,0,0,-0.126215503,7.358690787,7.926737556,7.123048499,7.458531703
602,2016,8,7,2,2,0,7,186,159,0,0,10,13,0,0,-0.77247614,7.331117192,8.295993106,4.921151496,8.027004077
603,2016,1,10,3,3,0,10,194,179,0,0,5,3,0,0,-0.23175459,5.444255317,8.441394832,7.167902146,5.755565595
604,2016,3,9,8,8,0,9,154,131,0,0,4,4,0,0,-0.205030094,7.97050178,8.021958546,6.405419421,7.610230134
605,2016,2,11,1,1,0,1,159,161,0,0,8,6,0,0,0.182897657,7.553496515,7.701219213,7.00886397,5.893431897
606,2016,5,3,2,2,0,2,185,189,0,0,4,19,0,0,0.211711382,8.921906704,7.645341985,6.663133926,6.564469712
607,2016,3,8,7,7,0,7,149,150,0,0,6,3,0,0,0.394508139,8.052741368,6.497302081,6.827342508,5.981977287
608,2016,7,2,9,9,0,2,164,157,0,0,5,12,0,0,-0.062303323,6.326340639,7.880425069,6.6071036,5.596467549
609,2016,8,7,11,11,0,11,162,166,0,0,8,11,100,0,0.103713515,7.799164866,6.688781978,5.875625068,6.278972416
610,2016,1,8,10,10,0,10,126,129,0,0,5,6,0,100,0.537602106,8.835680222,5.394197062,7.84478941,7.211520444
611,2016,5,11,3,3,0,3,191,195,0,0,7,6,0,0,0.103484442,7.87431451,7.840574325,6.726280932,6.204414509
612,2016,9,9,7,7,0,9,181,172,0,0,8,9,0,0,0.201939579,7.897984646,7.467483089,6.418017708,5.784127752
613,2016,26,10,1,1,0,10,177,92,0,0,5,6,0,0,-0.435015438,5.159723448,8.336848823,6.899620492,6.672430239
614,2016,7,2,8,8,0,8,158,164,0,0,6,5,0,0,-0.109034744,7.759869559,7.899779887,7.238893147,7.900000456
615,2016,9,3,9,9,0,3,175,174,0,0,4,5,0,0,-0.124877291,7.935541267,8.203821196,6.209580496,6.63352509
616,2016,26,10,11,10,1,10,137,133,0,0,5,3,0,100,-0.120930366,6.361861619,7.625155366,7.123516334,6.700295023
617,2016,5,3,1,1,0,1,151,153,0,0,7,10,0,0,0.102574723,8.830790419,8.710254186,6.228944739,5.883560639
618,2016,1,10,7,7,0,7,146,150,0,0,11,3,0,0,-0.188057355,6.336662088,8.621819758,6.866894672,5.935951116
619,2016,26,1,9,1,1,9,124,127,0,0,8,11,0,0,0.003878145,8.591782037,7.644506555,5.820299987,6.522269042
620,2016,5,3,8,8,0,3,248,104,0,0,4,12,0,0,0.196605489,7.747922837,7.721802819,8.00828781,6.674457054
621,2016,7,11,2,11,1,2,103,66,0,0,6,10,0,0,-0.247510142,8.006477947,8.21140375,6.098132426,7.285014695
622,2016,9,9,10,9,1,10,179,180,0,0,3,9,0,0,0.18379902,7.444988058,5.076961527,6.515511026,7.730951445
623,2016,26,1,7,7,0,1,206,126,0,0,7,3,0,0,0.223033328,7.628500284,7.673849494,7.008783494,5.788271617
624,2016,7,2,3,3,0,3,183,186,0,0,12,3,0,0,0.155586502,8.190349365,7.185372417,7.03017357,6.954750301
625,2016,26,7,11,11,0,11,121,76,0,0,2,7,0,0,-0.125954289,7.666885975,7.711043081,5.888045985,6.477294713
626,2016,5,3,9,9,0,3,211,120,0,0,8,6,0,0,0.580084787,8.656938554,6.869060645,7.422729078,5.750231824
627,2016,10,2,8,8,0,8,124,125,0,0,7,17,0,0,-0.078332644,8.020991037,8.472257379,6.939631,7.020446574
628,2016,27,10,7,7,0,7,158,161,0,0,3,14,0,0,0.007101597,7.689229162,8.705044228,6.80465697,5.977421017
629,2016,26,9,11,9,1,11,172,173,0,0,4,8,0,0,-0.258123875,7.001651385,8.72849387,6.385933983,6.31514843
630,2016,10,1,8,8,0,8,172,173,0,0,8,6,0,0,-0.097091195,6.959179989,8.495267347,7.801336358,7.016299142
631,2016,7,2,10,10,0,2,171,149,0,0,4,11,0,0,0.014395395,8.726222678,7.27870612,6.880424976,8.137995953
632,2016,27,7,3,3,0,3,138,139,0,0,6,10,0,0,-0.255426176,8.363084888,7.154858234,4.990417253,7.097625976
633,2016,5,8,3,3,0,3,158,159,0,0,11,16,0,0,0.073263602,9.507265636,8.001677345,6.968934083,7.78355127
634,2016,8,10,2,2,0,10,162,140,0,0,6,9,0,0,-0.214369031,6.236394894,8.802109514,7.906256374,6.937495669
635,2016,8,8,10,10,0,10,162,163,0,0,5,2,0,100,0.112013574,8.575015173,6.827144984,7.09934561,7.986625132
636,2016,5,10,3,10,1,10,208,200,0,0,14,9,0,0,-0.348986847,6.228131644,9.15338319,7.913688138,7.711279415
